""	"RCC3-1_None_Tumor"	"RCC3-10_None_Stroma"	"RCC3-11_None_Tumor"	"RCC3-12_None_Stroma"	"RCC3-13_None_Tumor"	"RCC3-14_None_Stroma"	"RCC3-15_None_Tumor"	"RCC3-16_None_Stroma"	"RCC3-17_None_Tumor"	"RCC3-18_None_Stroma"	"RCC3-19_None_Tumor"	"RCC3-2_None_Stroma"	"RCC3-20_None_Stroma"	"RCC3-21_None_Tumor"	"RCC3-22_None_Stroma"	"RCC3-3_None_Tumor"	"RCC3-4_None_Stroma"	"RCC3-5_None_Tumor"	"RCC3-6_None_Stroma"	"RCC3-7_None_Tumor"	"RCC3-8_None_Stroma"	"RCC3-9_None_Tumor"	"RCC4-1_Ipi + Nivo_Tumor"	"RCC4-10_None_Stroma"	"RCC4-11_None_Tumor"	"RCC4-12_None_Tumor"	"RCC4-13_None_Tumor"	"RCC4-14_None_Tumor"	"RCC4-15_None_Tumor"	"RCC4-16_None_Stroma"	"RCC4-17_Pembrolizumab and Axitnib_Stroma"	"RCC4-18_Pembrolizumab and Axitnib_Stroma"	"RCC4-19_Pembrolizumab and Axitnib_Tumor"	"RCC4-2_Ipi + Nivo_Stroma"	"RCC4-20_Pembrolizumab and Axitnib_Stroma"	"RCC4-21_Pembrolizumab and Axitnib_Tumor"	"RCC4-22_Pembrolizumab and Axitnib_Tumor"	"RCC4-3_Ipi + Nivo_Tumor"	"RCC4-4_Ipi + Nivo_Stroma"	"RCC4-5_Pembrolizumab and Axitnib_Tumor"	"RCC4-6_Pembrolizumab and Axitnib_Stroma"	"RCC4-7_Pembrolizumab and Axitnib_Tumor"	"RCC4-8_Pembrolizumab and Axitnib_Stroma"	"RCC4-9_None_Tumor"	"RCC5-1_Pembrolizumab and Axitnib_Tumor"	"RCC5-10_None_Stroma"	"RCC5-11_None_Tumor"	"RCC5-12_None_Stroma"	"RCC5-14_None_Stroma"	"RCC5-15_None_Tumor"	"RCC5-16_None_Stroma"	"RCC5-19_Pembrolizumab and Axitnib_Tumor"	"RCC5-2_Pembrolizumab and Axitnib_Stroma"	"RCC5-20_Pembrolizumab and Axitnib_Stroma"	"RCC5-21_None_Tumor"	"RCC5-23_None_Tumor"	"RCC5-4_None_Stroma"	"RCC5-5_None_Tumor"	"RCC5-6_None_Stroma"	"RCC5-7_None_Tumor"	"RCC5-8_None_Stroma"	"RCC5-9_None_Tumor"
"KLF2"	2.56809357792768	3.33665082352223	0	1.96712095815354	0	0	0	0	3.83403700481132	0	2.78059366209879	0	2.79058333601975	3.42998653697058	2.70711736521367	0	1.98858234946178	2.20616318433703	0	1.93755687852634	1.67881431977764	3.79500055002248	1.9140282541557	0	0	5.46507729030307	0	2.40245316583027	0	3.78149616103	0	0	0	2.26763226774709	0	2.14471215529002	0	0	1.34929213876356	1.65872409078554	1.89898761979795	2.19509408385393	1.60006420913208	0	0	2.57199359828721	0	0	0	0	0	0	0	1.6935081435172	2.11424399841647	0	0	0	0	0	2.54127961337563	2.09214460593609
"KLK3"	0	0	0	0	0	0	0	0	0	0	2.78059366209879	0	0	1.66165694123613	0	1.79719676565528	0	0	0	2.55595062817341	0	0	1.9140282541557	0	3.29737888635614	5.46507729030307	0	2.40245316583027	0	0	0	0	0	0	1.55098020908326	1.2565256720442	0	0	1.34929213876356	0	1.06230891241267	0	0	0	0	2.57199359828721	2.49718693891809	2.65825754389449	0	0	0	0	0	0	0	1.36783229828016	0	0	3.25809653802148	0	0	1.51537695203021
"KLRB1"	0	3.33665082352223	0	2.96785655597551	1.45339535345086	0	0	0	0	3.36139270087774	3.44224930436112	0	0	0	2.70711736521367	2.40382540604214	0	1.61748624561693	0	0	0	0	1.9140282541557	0	0	0	0	3.0492968559597	0	2.89881703274323	0	0	3.39234606353145	1.00477839626975	2.49718693891809	1.7961479158672	1.73955974323463	0	1.34929213876356	1.99862553558427	1.89898761979795	2.83095738596262	1.60006420913208	0	0	0	0	0	0	0	0	0	0	0	0	0.680877087968131	0	2.23433661255518	0	2.38079930126505	1.92394980709506	1.51537695203021
"KLRK1"	0	2.94880745714876	0	2.58777328339773	0	3.15580439182443	2.77776009383232	0	0	0	0	0	1.80777059747919	0	0	0	1.98858234946178	2.57423016653601	0	0	0	0	0	3.4049264704207	0	0	0	0	0	0	0	0	0	1.00477839626975	2.76407525344037	1.2565256720442	0	0	1.34929213876356	0	1.74617051740075	0	1.60006420913208	0	2.81458649584905	2.57199359828721	2.49718693891809	0	0	0	0	0	0	1.6935081435172	0	0.680877087968131	0	0	0	1.77609937832505	1.92394980709506	0
"KRAS"	2.56809357792768	0	3.48878178667972	0	2.02223974671501	0	2.14493407592794	0	0	0	0	0	0	1.66165694123613	2.70711736521367	2.40382540604214	0	0	0	0	2.91434821331261	0	2.90914119708542	0	0	0	0	0	0	0	0	2.08841810464014	0	1.49573242484409	0	1.2565256720442	2.34081217434162	0	2.25801524284491	2.25184001049852	1.56571298628611	2.56273683120711	1.60006420913208	0	0	0	2.49718693891809	0	0	0	0	0	3.05025475493917	0	3.12894952361439	1.92478260262944	0	0	0	0	0	2.45559876303423
"KRT1"	2.56809357792768	4.0118601579288	0	1.96712095815354	2.02223974671501	0	0	3.22041310418709	0	0	3.83699292782828	0	2.41534932603235	0	3.1908887471932	1.79719676565528	1.98858234946178	1.61748624561693	3.20213266357272	0	1.67881431977764	0	0	0	4.37102888046434	0	0	0	3.64217354759646	0	3.00355599440811	3.10083108594646	0	1.00477839626975	2.76407525344037	1.7961479158672	0	0	2.25801524284491	1.13985095163261	2.34805693224134	1.60752067267123	1.60006420913208	0	0	0	3.1483050249213	2.03283462619696	0	0	0	0	3.05025475493917	0	3.12894952361439	2.28038936060226	0	0	0	0	0	2.09214460593609
"KRT10"	0	2.30673559971927	0	0	1.45339535345086	3.15580439182443	0	0	0	0	2.78059366209879	0	1.80777059747919	1.66165694123613	0	0	2.6108298331905	0	0	0	0	0	2.53057238575865	0	0	0	0	2.40245316583027	0	0	0	0	0	0	0	0	0	0	1.34929213876356	1.13985095163261	1.34535897477901	0	1.09080698379488	0	2.17964170677835	0	0	0	0	0	0	0	0	1.6935081435172	2.11424399841647	1.08221847889243	0	0	3.25809653802148	0	0	0
"KRT13"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.26654844895125	1.61748624561693	3.20213266357272	1.93755687852634	0	0	2.53057238575865	0	0	0	0	0	3.64217354759646	2.89881703274323	0	0	0	1.49573242484409	1.55098020908326	1.2565256720442	0	0	1.90350832836144	0	1.34535897477901	1.60752067267123	1.09080698379488	0	0	0	1.88314316394171	0	4.52983351292491	0	0	0	0	1.6935081435172	2.11424399841647	1.08221847889243	0	0	0	0	0	1.51537695203021
"KRT14"	2.94766580891986	0	3.48878178667972	2.58777328339773	2.85578430928917	3.15580439182443	2.14493407592794	0	0	2.97312237002494	0	3.55573671287402	3.06280008569134	1.66165694123613	3.51553843036924	0	2.99149886123521	2.57423016653601	0	2.93520234422378	1.67881431977764	0	0	0	3.97186300578416	6.37882558455555	2.53270310735032	0	0	3.28574866909512	3.39234606353145	0	0	1.82356587594211	1.55098020908326	2.6075645505937	1.73955974323463	0	2.72611798288084	1.65872409078554	2.14852117387686	0	1.93586352124371	4.18229635709524	2.17964170677835	0	1.88314316394171	2.65825754389449	0	4.47971242599534	5.05010443593936	2.51059203726549	2.66818720706047	0	2.74513031640784	2.17530589162857	3.55904672250949	3.75423212455935	0	2.75495376347876	2.92013871803569	2.93149673681504
"KRT15"	1.94883010990704	3.33665082352223	0	1.96712095815354	3.02847451697885	0	0	3.22041310418709	0	2.97312237002494	2.78059366209879	0	1.80777059747919	2.25508091337169	0	0	0	2.84267527153734	3.87473250368936	2.93520234422378	2.27402056526025	0	2.53057238575865	0	0	0	2.53270310735032	3.0492968559597	0	0	0	2.7176223462617	0	2.26763226774709	2.49718693891809	3.26315842423045	0	0	2.25801524284491	2.62160696532061	3.24296571410073	2.19509408385393	2.55412571518998	0	3.19987287774259	0	1.88314316394171	2.03283462619696	0	0	0	3.1622815318928	2.66818720706047	0	3.12894952361439	2.54217797504906	3.55904672250949	0	0	2.38079930126505	0	1.51537695203021
"KRT16"	2.56809357792768	0	4.16654216959619	0	1.45339535345086	0	0	3.22041310418709	4.51631424581798	0	0	2.89074961544836	0	0	4.12076025216187	3.44029872207067	2.99149886123521	2.57423016653601	0	0	2.64458443575225	0	1.9140282541557	3.79926009890277	4.65554639331316	0	0	0	3.64217354759646	4.35910293262463	0	0	0	0	1.55098020908326	0	0	0	0	1.13985095163261	0.666043950614367	0	1.09080698379488	0	0	0	0	0	0	0	0	2.51059203726549	0	0	0	1.77122486678635	0	0	0	0	1.92394980709506	2.72159442620997
"KRT17"	0	0	0	0	2.02223974671501	0	2.14493407592794	2.56642755433085	0	0	2.78059366209879	0	1.80777059747919	2.25508091337169	2.97797650106947	1.79719676565528	3.26654844895125	2.20616318433703	0	2.55595062817341	0	0	1.9140282541557	0	0	0	0	0	4.03886852858167	3.78149616103	0	0	0	1.00477839626975	0	2.14471215529002	1.73955974323463	0	0	1.65872409078554	2.03151766095751	1.60752067267123	1.09080698379488	0	0	2.57199359828721	1.88314316394171	0	0	0	5.05010443593936	0	2.0421170844929	0	2.11424399841647	1.92478260262944	0	0	0	1.77609937832505	0	2.45559876303423
"KRT18"	0	0	3.48878178667972	2.58777328339773	1.45339535345086	0	3.65603055463394	0	4.23226863076191	0	0	0	0	1.66165694123613	1.73377801007416	1.79719676565528	0	1.61748624561693	0	2.93520234422378	0	0	3.18309888609377	4.30109045422178	0	0	2.53270310735032	0	0	0	0	0	0	2.26763226774709	1.55098020908326	2.40268171581532	0	0	1.34929213876356	1.99862553558427	1.74617051740075	1.60752067267123	1.60006420913208	0	2.81458649584905	4.11837829341187	2.49718693891809	3.31574116806711	0	3.4035202630783	0	0	0	1.6935081435172	3.12894952361439	1.92478260262944	0	0	0	0	1.92394980709506	2.45559876303423
"KRT19"	0	0	4.16654216959619	0	0	0	3.83403700481132	0	0	2.97312237002494	2.78059366209879	0	1.80777059747919	1.66165694123613	0	0	2.6108298331905	1.61748624561693	0	1.93755687852634	1.67881431977764	0	2.90914119708542	0	0	0	3.18531784304645	0	3.64217354759646	2.89881703274323	3.00355599440811	2.08841810464014	0	1.00477839626975	0	2.77752437307009	0	0	0	2.89095041719418	0.666043950614367	1.60752067267123	0	0	0	0	2.49718693891809	0	0	0	0	0	0	0	2.11424399841647	2.05786905642571	0	0	0	1.77609937832505	0	2.45559876303423
"KRT20"	0	0	0	1.96712095815354	1.45339535345086	0	0	0	0	0	0	0	0	0	2.70711736521367	0	2.6108298331905	0	0	1.93755687852634	0	0	0	0	0	0	0	0	0	2.89881703274323	0	0	0	0	1.55098020908326	1.2565256720442	0	0	1.34929213876356	0	0.666043950614367	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.2378586689599	2.23433661255518	3.25809653802148	0	0	0
"KRT23"	0	0	0	0	1.45339535345086	0	0	0	0	2.32985368712411	0	0	0	0	0	1.79719676565528	0	2.20616318433703	0	0	0	0	0	0	0	0	2.53270310735032	0	0	0	0	0	0	1.49573242484409	2.13205549835436	0	0	4.18229635709524	0	0	1.56571298628611	2.56273683120711	1.60006420913208	3.50429727953181	0	0	1.88314316394171	2.65825754389449	0	0	0	2.51059203726549	2.0421170844929	0	0	1.08221847889243	0	0	0	2.75495376347876	0	0
"KRT24"	0	0	0	0	0	0	0	2.56642755433085	0	0	0	0	1.80777059747919	1.66165694123613	0	2.40382540604214	0	0	0	0	0	0	0	0	0	0	0	2.40245316583027	0	0	0	3.10083108594646	0	1.00477839626975	1.55098020908326	0	2.34081217434162	0	1.90350832836144	0	1.34535897477901	0	2.55412571518998	0	0	0	0	2.03283462619696	0	0	0	0	0	0	0	1.08221847889243	0	0	0	1.77609937832505	0	0
"KRT4"	1.94883010990704	0	0	0	0	0	0	0	0	0	2.78059366209879	0	0	0	2.33447218499518	0	2.6108298331905	2.20616318433703	0	0	0	0	0	0	3.97186300578416	0	0	0	0	0	2.35882780460746	2.08841810464014	0	1.00477839626975	0	1.7961479158672	1.73955974323463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0421170844929	2.29021416953387	2.74513031640784	1.58973284135477	0	0	0	0	1.92394980709506	1.51537695203021
"KRT5"	1.94883010990704	0	0	0	0	0	2.14493407592794	0	0	0	0	0	0	0	2.33447218499518	0	0	2.20616318433703	0	0	1.67881431977764	0	0	0	0	0	0	0	3.64217354759646	0	0	2.08841810464014	0	2.07004853471723	0	0	0	3.50429727953181	1.34929213876356	0	0.666043950614367	1.60752067267123	0	0	0	0	1.88314316394171	0	0	0	0	0	0	0	0	1.08221847889243	0	2.87246613470874	0	0	0	0
"KRT6A"	0	0	0	0	0	0	0	0	0	2.32985368712411	0	0	1.80777059747919	0	2.33447218499518	0	2.6108298331905	2.57423016653601	0	0	0	0	0	0	0	0	0	0	4.03886852858167	2.89881703274323	0	2.08841810464014	0	0	0	0	0	0	2.51921015701852	1.65872409078554	0	1.60752067267123	1.09080698379488	0	2.17964170677835	2.57199359828721	0	0	0	0	0	0	0	0	2.11424399841647	1.36783229828016	0	0	0	0	0	0
"KRT6B"	1.94883010990704	0	0	0	1.45339535345086	0	3.1622815318928	0	0	0	0	0	0	1.66165694123613	0	1.79719676565528	0	2.20616318433703	0	0	1.67881431977764	0	1.9140282541557	2.74444903630255	0	0	3.18531784304645	0	0	0	0	0	0	1.49573242484409	1.55098020908326	0	0	0	0	1.13985095163261	0.666043950614367	1.60752067267123	1.09080698379488	0	2.17964170677835	2.57199359828721	0	0	0	0	0	2.51059203726549	0	0	0	0.680877087968131	0	0	0	0	1.92394980709506	0
"KRT6C"	1.94883010990704	0	0	0	1.45339535345086	0	0	0	3.1622815318928	0	0	0	1.80777059747919	0	0	1.79719676565528	2.6108298331905	0	0	1.93755687852634	0	0	0	0	3.97186300578416	0	2.53270310735032	0	0	0	0	0	0	1.82356587594211	0	1.7961479158672	1.73955974323463	0	1.34929213876356	1.13985095163261	0	2.19509408385393	1.09080698379488	0	0	0	0	0	0	0	0	0	0	0	2.11424399841647	1.36783229828016	0	0	0	0	0	0
"KRT7"	0	0	0	1.96712095815354	0	0	0	0	0	0	2.78059366209879	2.89074961544836	0	1.66165694123613	2.70711736521367	0	2.6108298331905	0	0	1.93755687852634	0	0	1.9140282541557	0	0	0	0	0	0	2.89881703274323	3.00355599440811	0	0	2.07004853471723	1.55098020908326	0	0	0	1.34929213876356	1.65872409078554	1.06230891241267	2.19509408385393	2.38723650223465	0	0	0	0	0	0	0	0	0	0	0	2.74513031640784	1.58973284135477	0	0	3.25809653802148	0	1.92394980709506	1.51537695203021
"KRT8"	0	2.94880745714876	0	0	0	0	4.43029594211204	2.56642755433085	0	0	3.44224930436112	0	0	1.66165694123613	1.73377801007416	0	3.26654844895125	3.05409646968604	0	0	1.67881431977764	4.4768426212386	2.53057238575865	0	5.34392787780009	0	0	0	5.00862584155391	0	0	0	0	0	2.13205549835436	3.43908166497939	0	0	1.34929213876356	2.45371794956806	1.74617051740075	0	0	0	2.17964170677835	0	0	2.03283462619696	0	0	0	3.1622815318928	0	3.46791118717175	2.11424399841647	2.86706707058064	0	4.43560099933624	0	0	1.92394980709506	3.10489237979825
"KRT80"	0	0	0	0	1.45339535345086	0	2.77776009383232	0	0	0	0	0	1.80777059747919	0	2.33447218499518	2.40382540604214	0	0	0	0	0	0	0	0	0	0	0	0	0	2.89881703274323	0	0	0	1.00477839626975	0	1.7961479158672	0	0	1.34929213876356	1.13985095163261	0.666043950614367	1.60752067267123	0	0	2.17964170677835	0	0	0	0	0	0	0	0	0	0	0.680877087968131	0	0	0	0	0	0
"KRT86"	0	0	0	0	0	0	0	0	0	0	0	0	1.80777059747919	0	0	1.79719676565528	3.65921944876919	0	0	1.93755687852634	0	0	0	4.08132961786659	0	6.15610622198674	3.18531784304645	0	0	3.56403358500851	0	2.08841810464014	0	1.49573242484409	0	0	0	0	0	1.13985095163261	0	1.60752067267123	1.93586352124371	0	0	0	1.88314316394171	0	0	0	0	0	0	0	0	1.08221847889243	0	0	0	2.38079930126505	0	0
"LAG3"	0	0	0	0	1.45339535345086	0	2.14493407592794	0	3.1622815318928	0	0	0	1.80777059747919	2.25508091337169	0	1.79719676565528	0	0	0	1.93755687852634	1.67881431977764	0	0	0	0	0	0	0	3.64217354759646	2.89881703274323	0	0	0	2.07004853471723	0	0	0	0	1.34929213876356	1.65872409078554	0.666043950614367	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.680877087968131	0	2.23433661255518	0	1.77609937832505	0	1.51537695203021
"LAIR1"	2.94766580891986	0	0	1.96712095815354	2.38258241729151	0	2.77776009383232	2.56642755433085	3.83403700481132	2.32985368712411	2.78059366209879	3.95163610626549	0	2.25508091337169	2.97797650106947	1.79719676565528	0	2.84267527153734	0	0	3.3015680942621	0	2.90914119708542	0	0	0	3.18531784304645	0	0	0	0	3.37719642044345	0	2.9979458881823	2.97453179122971	2.92275073770136	3.19761861905868	0	3.38598085357725	2.76531964901201	3.38084656817156	2.56273683120711	3.42263685434375	0	3.69425712534805	0	2.87482982910208	3.53159680111883	0	0	0	4.05284674863846	3.5419599993337	2.93141269574943	2.74513031640784	2.97228888036405	0	3.75423212455935	0	1.77609937832505	2.92013871803569	2.45559876303423
"LAMP2"	0	4.295007038022	0	1.96712095815354	2.85578430928917	0	0	0	0	2.32985368712411	0	2.89074961544836	0	1.66165694123613	2.70711736521367	3.05073408299178	0	0	0	1.93755687852634	2.64458443575225	0	2.53057238575865	3.4049264704207	0	0	3.18531784304645	0	0	0	0	3.10083108594646	3.39234606353145	1.82356587594211	2.76407525344037	2.6075645505937	2.34081217434162	0	2.51921015701852	2.62160696532061	2.78156980467678	2.19509408385393	1.60006420913208	0	0	0	3.1483050249213	2.03283462619696	0	0	0	3.55353646679106	2.66818720706047	0	0	2.74945739021636	0	2.23433661255518	0	2.38079930126505	1.92394980709506	2.72159442620997
"LAMP3"	0	0	0	0	1.45339535345086	0	2.77776009383232	0	0	0	3.83699292782828	0	0	0	0	1.79719676565528	0	1.61748624561693	3.20213266357272	2.55595062817341	0	0	0	3.4049264704207	0	0	0	2.40245316583027	0	0	0	0	0	1.00477839626975	1.55098020908326	1.2565256720442	1.73955974323463	0	1.34929213876356	0	2.34805693224134	2.19509408385393	0	0	0	2.57199359828721	0	2.03283462619696	0	0	0	0	0	2.29021416953387	0	1.36783229828016	0	0	0	0	1.92394980709506	0
"LCN2"	0	0	0	0	0	0	2.14493407592794	0	0	0	0	0	0	1.66165694123613	0	0	0	0	0	1.93755687852634	0	0	2.53057238575865	0	3.29737888635614	0	0	2.40245316583027	0	0	0	0	0	0	1.55098020908326	0	1.73955974323463	0	0	1.13985095163261	0.666043950614367	0	2.18680390681599	0	0	0	0	0	0	0	0	0	2.0421170844929	0	0	0	0	0	0	0	0	0
"LDLR"	0	0	4.16654216959619	0	1.45339535345086	0	0	0	0	2.97312237002494	3.44224930436112	0	1.80777059747919	0	2.33447218499518	0	2.99149886123521	1.61748624561693	3.20213266357272	2.55595062817341	1.67881431977764	0	0	0	0	0	2.53270310735032	3.43883844297743	0	0	0	0	0	1.49573242484409	1.55098020908326	1.7961479158672	2.71366819340643	0	0	1.65872409078554	1.89898761979795	0	1.60006420913208	0	0	0	1.88314316394171	0	0	0	0	0	0	0	2.11424399841647	1.36783229828016	0	3.25889816697435	0	1.77609937832505	0	2.09214460593609
"LEFTY1"	0	0	0	0	1.45339535345086	0	2.77776009383232	0	0	0	0	0	1.80777059747919	0	0	0	0	0	0	0	0	0	0	2.74444903630255	0	0	0	0	0	0	0	0	0	1.49573242484409	0	1.7961479158672	0	3.50429727953181	1.90350832836144	1.13985095163261	0.666043950614367	0	0	0	0	0	1.88314316394171	0	0	0	0	0	0	0	0	1.36783229828016	0	0	0	0	0	0
"LEFTY2"	0	0	3.48878178667972	0	0	0	0	0	0	0	0	0	0	1.66165694123613	0	1.79719676565528	2.6108298331905	0	0	1.93755687852634	0	0	0	0	0	0	0	0	0	0	3.00355599440811	0	0	1.00477839626975	0	1.2565256720442	0	0	0	2.45371794956806	0	0	0	0	0	2.57199359828721	1.88314316394171	0	0	0	0	0	0	0	2.74513031640784	1.36783229828016	0	0	0	0	0	2.09214460593609
"LEP"	0	0	0	1.96712095815354	0	0	2.14493407592794	0	0	2.32985368712411	0	0	2.41534932603235	0	0	1.79719676565528	0	0	0	2.93520234422378	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00477839626975	2.13205549835436	0	0	0	0	1.13985095163261	0	2.19509408385393	1.09080698379488	0	0	0	0	2.03283462619696	0	0	0	0	2.0421170844929	1.6935081435172	2.11424399841647	1.36783229828016	0	0	0	0	0	0
"LGALS1"	2.56809357792768	2.94880745714876	3.48878178667972	4.13517639679234	2.85578430928917	3.15580439182443	3.1622815318928	2.56642755433085	4.23226863076191	2.97312237002494	0	2.89074961544836	3.45255693277415	2.89437095865443	1.73377801007416	3.26436772375654	3.26654844895125	2.84267527153734	0	1.93755687852634	3.89082341329287	0	3.72478766162866	0	4.87678639075308	0	2.53270310735032	3.0492968559597	0	4.55744549173979	3.88962851641128	3.10083108594646	4.06853542616818	3.08079114546088	2.49718693891809	4.15622105499045	4.39212802556208	3.50429727953181	2.51921015701852	3.55594324899104	3.24296571410073	4.10851608306192	3.99581678479973	0	2.81458649584905	3.61834151330473	3.68935314346618	3.99056798648471	0	4.07989964972856	0	3.1622815318928	2.0421170844929	3.1438346440145	3.6221146158324	3.86763775949204	0	3.53692610817088	3.93182563272433	3.69521361975447	3.40915781589356	4.11691000638032
"LGALS3"	2.94766580891986	2.30673559971927	0	1.96712095815354	0	0	3.1622815318928	2.56642755433085	0	3.36139270087774	2.78059366209879	0	2.79058333601975	2.89437095865443	0	0	3.48203519463206	2.57423016653601	3.20213266357272	1.93755687852634	0	0	1.9140282541557	0	0	0	0	3.0492968559597	0	0	2.35882780460746	3.59348794144066	0	2.432543628565	2.13205549835436	2.40268171581532	2.71366819340643	4.86778255863202	2.89746740466182	3.00254507571363	2.43464237551565	2.83095738596262	2.69710563563314	0	2.81458649584905	0	1.88314316394171	2.65825754389449	0	0	0	2.51059203726549	2.66818720706047	0	2.11424399841647	2.05786905642571	0	2.23433661255518	0	2.75495376347876	0	3.10489237979825
"LGALS3BP"	1.94883010990704	0	0	1.96712095815354	2.02223974671501	3.8274193506325	2.14493407592794	2.56642755433085	0	0	0	0	0	1.66165694123613	2.70711736521367	1.79719676565528	0	0	0	2.55595062817341	0	0	0	0	0	0	0	0	0	0	0	2.08841810464014	0	2.432543628565	2.13205549835436	1.7961479158672	0	0	1.34929213876356	2.25184001049852	1.89898761979795	1.60752067267123	2.38723650223465	0	0	0	1.88314316394171	2.03283462619696	0	0	0	2.51059203726549	2.0421170844929	0	0	2.28038936060226	0	0	0	2.38079930126505	0	0
"LGALS9"	3.43728331418562	0	0	3.45790241042802	2.38258241729151	0	2.77776009383232	0	0	2.97312237002494	3.83699292782828	0	3.45255693277415	3.10638605347292	3.76022387090402	3.05073408299178	2.6108298331905	2.57423016653601	0	2.93520234422378	3.45044411946202	4.4768426212386	2.53057238575865	0	3.97186300578416	0	2.53270310735032	2.40245316583027	0	0	2.35882780460746	0	3.39234606353145	3.75070915041626	2.49718693891809	1.7961479158672	3.52234806679425	0	2.51921015701852	2.76531964901201	2.25325763353716	2.56273683120711	2.18680390681599	0	0	4.11837829341187	3.36282654880418	2.65825754389449	0	0	0	2.51059203726549	3.05025475493917	2.66134840072109	3.40563036737448	2.61614883881839	3.55904672250949	2.87246613470874	0	1.77609937832505	3.98213805405628	3.59762354463765
"LIF"	0	2.94880745714876	0	1.96712095815354	0	0	0	2.56642755433085	0	0	0	3.55573671287402	0	0	0	2.40382540604214	3.94044255541037	0	0	0	0	0	1.9140282541557	0	3.97186300578416	0	0	0	0	0	3.00355599440811	0	0	0	0	2.14471215529002	0	0	1.34929213876356	1.13985095163261	0	2.56273683120711	0	0	0	0	0	0	0	0	0	0	0	1.6935081435172	0	0.680877087968131	0	0	3.25809653802148	1.77609937832505	2.54127961337563	2.45559876303423
"LIFR"	0	2.30673559971927	3.48878178667972	1.96712095815354	1.45339535345086	0	0	2.56642755433085	0	0	0	0	0	0	0	0	0	2.84267527153734	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00477839626975	1.55098020908326	2.14471215529002	0	0	0	0	1.56571298628611	1.60752067267123	0	0	0	0	0	2.65825754389449	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LINC02446"	1.94883010990704	0	0	0	1.45339535345086	0	0	0	0	0	0	0	1.80777059747919	2.25508091337169	0	2.77870360668816	1.98858234946178	0	3.20213266357272	0	0	0	2.90914119708542	0	0	0	0	0	3.64217354759646	0	3.00355599440811	0	0	0	1.55098020908326	1.7961479158672	0	0	0	1.13985095163261	0.666043950614367	0	1.09080698379488	0	0	0	0	0	0	0	0	0	0	0	0	0.680877087968131	0	0	0	0	0	0
"LMNA"	2.94766580891986	2.94880745714876	0	0	0	0	2.14493407592794	0	0	2.97312237002494	0	0	2.41534932603235	1.66165694123613	0	0	2.99149886123521	2.20616318433703	0	2.93520234422378	2.27402056526025	0	0	0	0	0	0	2.40245316583027	0	0	0	0	3.39234606353145	1.00477839626975	0	1.2565256720442	2.34081217434162	0	1.34929213876356	2.25184001049852	2.51432453598311	0	0	0	0	2.57199359828721	1.88314316394171	0	0	0	0	0	0	0	0	1.58973284135477	0	0	0	0	0	0
"LPAR5"	1.94883010990704	0	0	1.96712095815354	0	0	0	0	0	0	0	0	2.41534932603235	0	1.73377801007416	0	0	2.57423016653601	0	1.93755687852634	0	0	2.90914119708542	0	0	0	0	0	0	0	0	0	0	2.07004853471723	0	2.40268171581532	1.73955974323463	3.50429727953181	1.34929213876356	1.65872409078554	1.06230891241267	1.60752067267123	0	0	2.17964170677835	2.57199359828721	0	2.03283462619696	0	0	0	0	0	0	0	1.36783229828016	0	0	0	1.77609937832505	1.92394980709506	0
"LTB"	1.94883010990704	0	0	3.45790241042802	1.45339535345086	4.22560277387643	0	2.56642755433085	0	2.32985368712411	3.44224930436112	0	1.80777059747919	1.66165694123613	0	0	0	2.84267527153734	0	0	0	0	0	0	0	0	3.57689864332982	0	0	0	0	0	0	1.49573242484409	2.76407525344037	2.6075645505937	1.73955974323463	3.50429727953181	1.90350832836144	2.62160696532061	3.03864578495894	2.83095738596262	2.38723650223465	0	2.81458649584905	0	2.87482982910208	0	0	0	0	0	2.0421170844929	3.71227214126696	2.11424399841647	0	0	0	0	2.75495376347876	0	2.09214460593609
"LTBR"	1.94883010990704	0	3.48878178667972	1.96712095815354	2.38258241729151	0	2.14493407592794	3.89338892588325	0	0	4.11927084122399	0	2.79058333601975	1.66165694123613	0	0	1.98858234946178	1.61748624561693	3.20213266357272	2.55595062817341	0	4.4768426212386	3.18309888609377	3.4049264704207	3.97186300578416	0	2.53270310735032	0	0	0	2.35882780460746	2.08841810464014	0	2.9979458881823	2.13205549835436	0	2.34081217434162	0	2.25801524284491	2.45371794956806	2.51432453598311	3.21657469566077	2.69710563563314	0	3.19987287774259	0	2.49718693891809	0	0	0	0	0	2.66818720706047	2.66134840072109	0	1.36783229828016	0	2.23433661255518	0	1.77609937832505	0	2.72159442620997
